news_date,n_articles,n_pred_climate,climate_share,climate_intensity_mean,climate_intensity_sum,log_n_articles,log_n_pred_climate,log_climate_intensity_sum,is_core_climate,is_policy_regulation,is_physical_risk,is_energy_geopolitics,is_cleantech,is_activism_litigation
2015-08-26,4,4,1.0,0.9969407,3.9877627,1.6094379124341003,1.6094379124341003,1.6069875,0.5,1.0,0.75,0.75,0.0,0.0
2015-08-27,1,1,1.0,0.9994273,0.9994273,0.6931471805599453,0.6931471805599453,0.6928608,1.0,1.0,1.0,0.0,0.0,0.0
2015-08-28,2,1,0.5,0.55619293,1.1123859,1.0986122886681098,0.6931471805599453,0.74781805,0.0,0.0,1.0,0.0,0.0,0.0
2015-08-30,2,0,0.0,0.03154066,0.06308132,1.0986122886681098,0.0,0.06117159,0.5,0.5,1.0,0.0,0.0,0.0
2015-09-01,3,1,0.3333333333333333,0.38633665,1.1590099,1.3862943611198906,0.6931471805599453,0.76964974,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0
2015-09-02,3,0,0.0,0.004507233,0.013521699,1.3862943611198906,0.0,0.013431096,0.0,0.0,1.0,0.0,0.0,0.0
2015-09-03,2,1,0.5,0.4999824,0.9999648,1.0986122886681098,0.6931471805599453,0.69312954,0.5,0.5,0.5,0.0,0.0,0.0
2015-09-04,4,4,1.0,0.8911971,3.5647883,1.6094379124341003,1.6094379124341003,1.5183722,0.5,0.25,0.75,0.5,0.5,0.0
2015-09-05,1,0,0.0,0.0074481475,0.0074481475,0.6931471805599453,0.0,0.007420547,1.0,1.0,1.0,0.0,0.0,0.0
2015-09-06,1,1,1.0,0.9908467,0.9908467,0.6931471805599453,0.6931471805599453,0.68856,1.0,1.0,1.0,0.0,0.0,0.0
2015-09-07,1,0,0.0,0.0012508692,0.0012508692,0.6931471805599453,0.0,0.0012500875,0.0,0.0,1.0,0.0,0.0,0.0
2015-09-13,1,0,0.0,0.002805723,0.002805723,0.6931471805599453,0.0,0.0028017943,1.0,0.0,0.0,0.0,0.0,0.0
2015-09-14,1,1,1.0,0.9995635,0.9995635,0.6931471805599453,0.6931471805599453,0.6929289,1.0,0.0,1.0,0.0,0.0,0.0
2015-09-18,3,1,0.3333333333333333,0.3346654,1.0039961,1.3862943611198906,0.6931471805599453,0.6951433,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
2015-09-19,1,0,0.0,0.0054433,0.0054433,0.6931471805599453,0.0,0.005428539,0.0,0.0,1.0,0.0,0.0,0.0
2015-09-21,1,1,1.0,0.9818981,0.9818981,0.6931471805599453,0.6931471805599453,0.68405503,0.0,0.0,1.0,0.0,0.0,0.0
2015-09-23,4,3,0.75,0.76187414,3.0474966,1.6094379124341003,1.3862943611198906,1.3980986,1.0,0.75,0.25,0.25,0.25,0.0
